"nsec","co2_ppm","date"
3938995200,455.90000000000003,"2024-10-27 05:20:00"
3938995500,455.73,"2024-10-27 05:25:00"
3938995800,455.64,"2024-10-27 05:30:00"
3938996100,455.28000000000003,"2024-10-27 05:35:00"
3938996400,455.2,"2024-10-27 05:40:00"
3938996700,455.99,"2024-10-27 05:45:00"
3938997000,456.79,"2024-10-27 05:50:00"
3938997300,457.62,"2024-10-27 05:55:00"
3938997600,466.77,"2024-10-27 06:00:00"
3938997900,478.71000000000004,"2024-10-27 06:05:00"
3938998200,470.94,"2024-10-27 06:10:00"
3938998500,470.5,"2024-10-27 06:15:00"
3938998800,471.51,"2024-10-27 06:20:00"
3938999100,473.11,"2024-10-27 06:25:00"
3938999400,486.34000000000003,"2024-10-27 06:30:00"
3938999700,481.99,"2024-10-27 06:35:00"
3939000000,481.91,"2024-10-27 06:40:00"
3939000300,481.97,"2024-10-27 06:45:00"
3939000600,477.33,"2024-10-27 06:50:00"
3939000900,471.76,"2024-10-27 06:55:00"
3939001200,469.26,"2024-10-27 07:00:00"
3939001500,468.3,"2024-10-27 07:05:00"
3939001800,468.76,"2024-10-27 07:10:00"
3939002100,466.22,"2024-10-27 07:15:00"
3939002400,464.1,"2024-10-27 07:20:00"
3939002700,462.62,"2024-10-27 07:25:00"
3939003000,462.27,"2024-10-27 07:30:00"
3939003300,462.88,"2024-10-27 07:35:00"
3939003600,461.29,"2024-10-27 07:40:00"
3939003900,460.58,"2024-10-27 07:45:00"
3939004200,461.09000000000003,"2024-10-27 07:50:00"
3939004500,458.54,"2024-10-27 07:55:00"
3939004800,454.84000000000003,"2024-10-27 08:00:00"
3939005100,447.79,"2024-10-27 08:05:00"
3939005400,443.2,"2024-10-27 08:10:00"
3939005700,441.45,"2024-10-27 08:15:00"
3939006000,438.93,"2024-10-27 08:20:00"
3939006300,437.43,"2024-10-27 08:25:00"
3939006600,438.07,"2024-10-27 08:30:00"
3939006900,438.23,"2024-10-27 08:35:00"
3939007200,438.54,"2024-10-27 08:40:00"
3939007500,438.32,"2024-10-27 08:45:00"
3939007800,436.79,"2024-10-27 08:50:00"
3939008100,436.67,"2024-10-27 08:55:00"
3939008400,435.77,"2024-10-27 09:00:00"
3939008700,436.71000000000004,"2024-10-27 09:05:00"
3939009000,436.89,"2024-10-27 09:10:00"
3939009300,436.57,"2024-10-27 09:15:00"
3939009600,436.33,"2024-10-27 09:20:00"
3939009900,436.3,"2024-10-27 09:25:00"
3939010200,434.95,"2024-10-27 09:30:00"
3939010500,434.77,"2024-10-27 09:35:00"
3939010800,434.59000000000003,"2024-10-27 09:40:00"
3939011100,434.13,"2024-10-27 09:45:00"
3939011400,434.14,"2024-10-27 09:50:00"
3939011700,434.32,"2024-10-27 09:55:00"
3939012000,434.98,"2024-10-27 10:00:00"
3939012300,434.48,"2024-10-27 10:05:00"
3939012600,433.49,"2024-10-27 10:10:00"
3939012900,432.77,"2024-10-27 10:15:00"
3939013200,432.28000000000003,"2024-10-27 10:20:00"
3939013500,430.66,"2024-10-27 10:25:00"
3939013800,431.2,"2024-10-27 10:30:00"
3939014100,431.67,"2024-10-27 10:35:00"
3939014400,432.87,"2024-10-27 10:40:00"
3939014700,433.06,"2024-10-27 10:45:00"
3939015000,433.37,"2024-10-27 10:50:00"
3939015300,432.49,"2024-10-27 10:55:00"
3939015600,430.93,"2024-10-27 11:00:00"
3939015900,430.78000000000003,"2024-10-27 11:05:00"
3939016200,430.49,"2024-10-27 11:10:00"
3939016500,429.95,"2024-10-27 11:15:00"
3939016800,430.03000000000003,"2024-10-27 11:20:00"
3939017100,429.59000000000003,"2024-10-27 11:25:00"
3939017400,430.08,"2024-10-27 11:30:00"
3939017700,429.72,"2024-10-27 11:35:00"
3939018000,429.1,"2024-10-27 11:40:00"
3939018300,431.08,"2024-10-27 11:45:00"
3939018600,429.90000000000003,"2024-10-27 11:50:00"
3939018900,429.71000000000004,"2024-10-27 11:55:00"
3939019200,428.90000000000003,"2024-10-27 12:00:00"
3939019500,428.5,"2024-10-27 12:05:00"
3939019800,428.63,"2024-10-27 12:10:00"
3939020100,429.15000000000003,"2024-10-27 12:15:00"
3939020400,429.2,"2024-10-27 12:20:00"
3939020700,429.94,"2024-10-27 12:25:00"
3939021000,430.32,"2024-10-27 12:30:00"
3939021300,430.03000000000003,"2024-10-27 12:35:00"
3939021600,431.5,"2024-10-27 12:40:00"
3939021900,431.01,"2024-10-27 12:45:00"
3939022200,429.35,"2024-10-27 12:50:00"
3939022500,429.82,"2024-10-27 12:55:00"
3939022800,429.8,"2024-10-27 13:00:00"
3939023100,430.05,"2024-10-27 13:05:00"
3939023400,429.8,"2024-10-27 13:10:00"
3939023700,429.58,"2024-10-27 13:15:00"
3939024000,429.63,"2024-10-27 13:20:00"
3939024300,429.29,"2024-10-27 13:25:00"
3939024600,429.87,"2024-10-27 13:30:00"
3939024900,430.63,"2024-10-27 13:35:00"
3939025200,432.24,"2024-10-27 13:40:00"
3939025500,432.67,"2024-10-27 13:45:00"
3939025800,432.35,"2024-10-27 13:50:00"
3939026100,432.13,"2024-10-27 13:55:00"
3939026400,431.28000000000003,"2024-10-27 14:00:00"
3939026700,431.25,"2024-10-27 14:05:00"
3939027000,431.22,"2024-10-27 14:10:00"
3939027300,431.67,"2024-10-27 14:15:00"
3939027600,431.53000000000003,"2024-10-27 14:20:00"
3939027900,431.91,"2024-10-27 14:25:00"
3939028200,432.63,"2024-10-27 14:30:00"
3939028500,432.67,"2024-10-27 14:35:00"
3939028800,433.39,"2024-10-27 14:40:00"
3939029100,433.91,"2024-10-27 14:45:00"
3939029400,437.07,"2024-10-27 14:50:00"
3939029700,437.75,"2024-10-27 14:55:00"
3939030000,437.76,"2024-10-27 15:00:00"
3939030300,436.96000000000004,"2024-10-27 15:05:00"
3939030600,435.82,"2024-10-27 15:10:00"
3939030900,436.16,"2024-10-27 15:15:00"
3939031200,436.78000000000003,"2024-10-27 15:20:00"
3939031500,436.90000000000003,"2024-10-27 15:25:00"
3939031800,438.57,"2024-10-27 15:30:00"
3939032100,441.73,"2024-10-27 15:35:00"
3939032400,447.17,"2024-10-27 15:40:00"
3939032700,446.21000000000004,"2024-10-27 15:45:00"
3939033000,443.77,"2024-10-27 15:50:00"
3939033300,443.49,"2024-10-27 15:55:00"
3939033600,447.16,"2024-10-27 16:00:00"
3939033900,449.45,"2024-10-27 16:05:00"
3939034200,450.37,"2024-10-27 16:10:00"
3939034500,449.41,"2024-10-27 16:15:00"
3939034800,446.8,"2024-10-27 16:20:00"
3939035100,445.52,"2024-10-27 16:25:00"
3939035400,448.3,"2024-10-27 16:30:00"
3939035700,451.69,"2024-10-27 16:35:00"
3939036000,451.2,"2024-10-27 16:40:00"
3939036300,448.45,"2024-10-27 16:45:00"
3939036600,448.28000000000003,"2024-10-27 16:50:00"
3939036900,448.24,"2024-10-27 16:55:00"
3939037200,450.58,"2024-10-27 17:00:00"
3939037500,455.13,"2024-10-27 17:05:00"
3939037800,456.56,"2024-10-27 17:10:00"
3939038100,457.76,"2024-10-27 17:15:00"
3939038400,458.3,"2024-10-27 17:20:00"
3939038700,458.5,"2024-10-27 17:25:00"
3939039000,458.65000000000003,"2024-10-27 17:30:00"
3939039300,459.38,"2024-10-27 17:35:00"
3939039600,460.11,"2024-10-27 17:40:00"
3939039900,461.27,"2024-10-27 17:45:00"
3939040200,460.91,"2024-10-27 17:50:00"
3939040500,459.34000000000003,"2024-10-27 17:55:00"
3939040800,458.43,"2024-10-27 18:00:00"
3939041100,458.48,"2024-10-27 18:05:00"
3939041400,458.44,"2024-10-27 18:10:00"
3939041700,458.76,"2024-10-27 18:15:00"
3939042000,459.07,"2024-10-27 18:20:00"
3939042300,459.55,"2024-10-27 18:25:00"
3939042600,460.76,"2024-10-27 18:30:00"
3939042900,460.32,"2024-10-27 18:35:00"
3939043200,460.41,"2024-10-27 18:40:00"
3939043500,460.61,"2024-10-27 18:45:00"
3939043800,460.42,"2024-10-27 18:50:00"
3939044100,461.28000000000003,"2024-10-27 18:55:00"
3939044400,462.16,"2024-10-27 19:00:00"
3939044700,463.53000000000003,"2024-10-27 19:05:00"
3939045000,462.17,"2024-10-27 19:10:00"
3939045300,460.64,"2024-10-27 19:15:00"
3939045600,460.76,"2024-10-27 19:20:00"
3939045900,461.58,"2024-10-27 19:25:00"
3939046200,462.33,"2024-10-27 19:30:00"
3939046500,462.83,"2024-10-27 19:35:00"
3939046800,463.43,"2024-10-27 19:40:00"
3939047100,463.35,"2024-10-27 19:45:00"
3939047400,464.29,"2024-10-27 19:50:00"
3939047700,464.55,"2024-10-27 19:55:00"
3939048000,463.86,"2024-10-27 20:00:00"
3939048300,463.46000000000004,"2024-10-27 20:05:00"
3939048600,461.16,"2024-10-27 20:10:00"
3939048900,459.66,"2024-10-27 20:15:00"
3939049200,458.73,"2024-10-27 20:20:00"
3939049500,457.78000000000003,"2024-10-27 20:25:00"
3939049800,457.34000000000003,"2024-10-27 20:30:00"
3939050100,456.90000000000003,"2024-10-27 20:35:00"
3939050400,456.74,"2024-10-27 20:40:00"
3939050700,456.5,"2024-10-27 20:45:00"
3939051000,456.40000000000003,"2024-10-27 20:50:00"
3939051300,456.1,"2024-10-27 20:55:00"
3939051600,455.37,"2024-10-27 21:00:00"
3939051900,455.02,"2024-10-27 21:05:00"
3939052200,454.17,"2024-10-27 21:10:00"
3939052500,453.48,"2024-10-27 21:15:00"
3939052800,452.94,"2024-10-27 21:20:00"
3939053100,452.65000000000003,"2024-10-27 21:25:00"
3939053400,452.06,"2024-10-27 21:30:00"
3939053700,451.08,"2024-10-27 21:35:00"
3939054000,450.7,"2024-10-27 21:40:00"
3939054300,450.29,"2024-10-27 21:45:00"
3939054600,449.5,"2024-10-27 21:50:00"
3939054900,449.15000000000003,"2024-10-27 21:55:00"
3939055200,445.95,"2024-10-27 22:00:00"
3939055500,442.90000000000003,"2024-10-27 22:05:00"
3939055800,442.03000000000003,"2024-10-27 22:10:00"
3939056100,441.87,"2024-10-27 22:15:00"
3939056400,441.55,"2024-10-27 22:20:00"
3939056700,441.41,"2024-10-27 22:25:00"
3939057000,441.5,"2024-10-27 22:30:00"
3939057300,441.23,"2024-10-27 22:35:00"
3939057600,441.40000000000003,"2024-10-27 22:40:00"
3939057900,442.04,"2024-10-27 22:45:00"
3939058200,442.59000000000003,"2024-10-27 22:50:00"
3939058500,442.59000000000003,"2024-10-27 22:55:00"
